date,DUK,isPartial
2021-02-07,19,False
2021-02-14,18,False
2021-02-21,17,False
2021-02-28,18,False
2021-03-07,21,False
2021-03-14,24,False
2021-03-21,20,False
2021-03-28,16,False
2021-04-04,19,False
2021-04-11,17,False
2021-04-18,17,False
2021-04-25,17,False
2021-05-02,19,False
2021-05-09,19,False
2021-05-16,19,False
2021-05-23,23,False
2021-05-30,19,False
2021-06-06,19,False
2021-06-13,19,False
2021-06-20,15,False
2021-06-27,17,False
2021-07-04,18,False
2021-07-11,16,False
2021-07-18,16,False
2021-07-25,18,False
2021-08-01,19,False
2021-08-08,14,False
2021-08-15,17,False
2021-08-22,18,False
2021-08-29,18,False
2021-09-05,18,False
2021-09-12,18,True
