date,AMZN,isPartial
2021-05-23,25,False
2021-05-30,19,False
2021-06-06,25,False
2021-06-13,25,False
2021-06-20,25,False
2021-06-27,25,False
2021-07-04,41,False
2021-07-11,30,False
2021-07-18,32,False
2021-07-25,53,False
2021-08-01,33,False
2021-08-08,26,False
2021-08-15,28,False
2021-08-22,30,True
