date,AAPL,isPartial
2018-12-02,27,False
2018-12-09,24,False
2018-12-16,26,False
2018-12-23,25,False
2018-12-30,55,False
2019-01-06,31,False
2019-01-13,22,False
2019-01-20,19,False
2019-01-27,45,False
2019-02-03,24,False
2019-02-10,21,False
2019-02-17,15,False
2019-02-24,16,False
2019-03-03,17,False
2019-03-10,21,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,21,False
2019-04-07,21,False
2019-04-14,18,False
2019-04-21,20,False
2019-04-28,38,False
2019-05-05,21,False
2019-05-12,23,False
2019-05-19,18,False
2019-05-26,13,False
2019-06-02,20,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,17,False
2019-06-30,14,False
2019-07-07,17,False
2019-07-14,15,False
2019-07-21,17,False
2019-07-28,33,False
2019-08-04,21,False
2019-08-11,22,False
2019-08-18,18,False
2019-08-25,16,False
2019-09-01,13,False
2019-09-08,27,False
2019-09-15,17,False
2019-09-22,14,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,17,False
2019-10-20,22,False
2019-10-27,32,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,17,False
2019-11-24,14,False
2019-12-01,18,False
2019-12-08,20,False
2019-12-15,21,False
2019-12-22,17,False
2019-12-29,22,False
2020-01-05,26,False
2020-01-12,28,False
2020-01-19,19,False
2020-01-26,43,False
2020-02-02,27,False
2020-02-09,24,False
2020-02-16,25,False
2020-02-23,44,False
2020-03-01,41,False
2020-03-08,50,False
2020-03-15,48,False
2020-03-22,42,False
2020-03-29,27,False
2020-04-05,23,False
2020-04-12,27,False
2020-04-19,22,False
2020-04-26,33,False
2020-05-03,23,False
2020-05-10,23,False
2020-05-17,21,False
2020-05-24,17,False
2020-05-31,18,False
2020-06-07,27,False
2020-06-14,23,False
2020-06-21,28,False
2020-06-28,21,False
2020-07-05,26,False
2020-07-12,29,False
2020-07-19,26,False
2020-07-26,49,False
2020-08-02,49,False
2020-08-09,44,False
2020-08-16,49,False
2020-08-23,62,False
2020-08-30,100,False
2020-09-06,65,False
2020-09-13,66,False
2020-09-20,59,False
2020-09-27,47,False
2020-10-04,41,False
2020-10-11,56,False
2020-10-18,37,False
2020-10-25,51,False
2020-11-01,39,False
2020-11-08,39,False
2020-11-15,29,False
2020-11-22,27,False
2020-11-29,34,False
2020-12-06,30,False
2020-12-13,32,False
2020-12-20,36,False
2020-12-27,33,False
2021-01-03,37,False
2021-01-10,32,False
2021-01-17,34,False
2021-01-24,63,False
2021-01-31,47,False
2021-02-07,33,False
2021-02-14,30,False
2021-02-21,43,False
2021-02-28,38,False
2021-03-07,43,False
2021-03-14,34,False
2021-03-21,29,False
2021-03-28,25,False
2021-04-04,32,False
2021-04-11,30,False
2021-04-18,29,False
2021-04-25,46,False
2021-05-02,27,False
2021-05-09,29,False
2021-05-16,24,False
2021-05-23,20,False
2021-05-30,17,False
2021-06-06,21,False
2021-06-13,21,False
2021-06-20,23,False
2021-06-27,24,False
2021-07-04,26,False
2021-07-11,32,False
2021-07-18,29,False
2021-07-25,38,False
2021-08-01,21,False
2021-08-08,22,False
2021-08-15,25,False
2021-08-22,23,False
2021-08-29,25,False
2021-09-05,24,False
2021-09-12,28,True
