date,CVX,isPartial
2019-12-08,26,False
2019-12-15,24,False
2019-12-22,23,False
2019-12-29,28,False
2020-01-05,34,False
2020-01-12,28,False
2020-01-19,34,False
2020-01-26,45,False
2020-02-02,35,False
2020-02-09,31,False
2020-02-16,28,False
2020-02-23,47,False
2020-03-01,53,False
2020-03-08,71,False
2020-03-15,75,False
2020-03-22,100,False
2020-03-29,75,False
2020-04-05,68,False
2020-04-12,68,False
2020-04-19,92,False
2020-04-26,70,False
2020-05-03,50,False
2020-05-10,54,False
2020-05-17,45,False
2020-05-24,41,False
2020-05-31,47,False
2020-06-07,51,False
2020-06-14,45,False
2020-06-21,41,False
2020-06-28,34,False
2020-07-05,44,False
2020-07-12,43,False
2020-07-19,60,False
2020-07-26,46,False
2020-08-02,41,False
2020-08-09,44,False
2020-08-16,42,False
2020-08-23,46,False
2020-08-30,44,False
2020-09-06,38,False
2020-09-13,38,False
2020-09-20,49,False
2020-09-27,44,False
2020-10-04,37,False
2020-10-11,34,False
2020-10-18,36,False
2020-10-25,50,False
2020-11-01,30,False
2020-11-08,51,False
2020-11-15,42,False
2020-11-22,47,False
2020-11-29,47,False
2020-12-06,39,False
2020-12-13,41,False
2020-12-20,35,False
2020-12-27,29,False
2021-01-03,38,False
2021-01-10,38,False
2021-01-17,36,False
2021-01-24,42,False
2021-01-31,45,False
2021-02-07,46,False
2021-02-14,51,False
2021-02-21,60,False
2021-02-28,51,False
2021-03-07,57,False
2021-03-14,43,False
2021-03-21,37,False
2021-03-28,36,False
2021-04-04,34,False
2021-04-11,37,False
2021-04-18,32,False
2021-04-25,45,False
2021-05-02,43,False
2021-05-09,45,False
2021-05-16,33,False
2021-05-23,33,False
2021-05-30,35,False
2021-06-06,39,False
2021-06-13,43,False
2021-06-20,33,False
2021-06-27,36,False
2021-07-04,28,False
2021-07-11,31,False
2021-07-18,40,False
2021-07-25,45,False
2021-08-01,38,False
2021-08-08,33,True
