date,TGT,isPartial
2019-12-01,23,False
2019-12-08,28,False
2019-12-15,24,False
2019-12-22,26,False
2019-12-29,29,False
2020-01-05,35,False
2020-01-12,37,False
2020-01-19,29,False
2020-01-26,31,False
2020-02-02,25,False
2020-02-09,22,False
2020-02-16,28,False
2020-02-23,33,False
2020-03-01,36,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,19,False
2020-03-29,15,False
2020-04-05,18,False
2020-04-12,16,False
2020-04-19,19,False
2020-04-26,14,False
2020-05-03,16,False
2020-05-10,19,False
2020-05-17,24,False
2020-05-24,18,False
2020-05-31,24,False
2020-06-07,20,False
2020-06-14,18,False
2020-06-21,17,False
2020-06-28,17,False
2020-07-05,19,False
2020-07-12,19,False
2020-07-19,21,False
2020-07-26,16,False
2020-08-02,20,False
2020-08-09,18,False
2020-08-16,35,False
2020-08-23,26,False
2020-08-30,24,False
2020-09-06,24,False
2020-09-13,21,False
2020-09-20,21,False
2020-09-27,29,False
2020-10-04,26,False
2020-10-11,24,False
2020-10-18,23,False
2020-10-25,49,False
2020-11-01,45,False
2020-11-08,37,False
2020-11-15,46,False
2020-11-22,35,False
2020-11-29,33,False
2020-12-06,28,False
2020-12-13,28,False
2020-12-20,26,False
2020-12-27,26,False
2021-01-03,31,False
2021-01-10,24,False
2021-01-17,26,False
2021-01-24,26,False
2021-01-31,28,False
2021-02-07,24,False
2021-02-14,26,False
2021-02-21,25,False
2021-02-28,36,False
2021-03-07,28,False
2021-03-14,56,False
2021-03-21,43,False
2021-03-28,43,False
2021-04-04,53,False
2021-04-11,39,False
2021-04-18,29,False
2021-04-25,23,False
2021-05-02,21,False
2021-05-09,32,False
2021-05-16,31,False
2021-05-23,30,False
2021-05-30,24,False
2021-06-06,24,False
2021-06-13,31,False
2021-06-20,42,False
2021-06-27,47,False
2021-07-04,44,False
2021-07-11,40,False
2021-07-18,52,False
2021-07-25,100,False
2021-08-01,75,False
2021-08-08,92,True
