date,DUK,isPartial
2020-06-21,17,False
2020-06-28,17,False
2020-07-05,18,False
2020-07-12,19,False
2020-07-19,18,False
2020-07-26,19,False
2020-08-02,15,False
2020-08-09,21,False
2020-08-16,16,False
2020-08-23,16,False
2020-08-30,16,False
2020-09-06,18,False
2020-09-13,18,False
2020-09-20,18,False
2020-09-27,18,False
2020-10-04,18,False
2020-10-11,17,False
2020-10-18,17,False
2020-10-25,16,False
2020-11-01,16,False
2020-11-08,15,False
2020-11-15,18,False
2020-11-22,20,False
2020-11-29,20,False
2020-12-06,100,False
2020-12-13,38,False
2020-12-20,29,False
2020-12-27,25,False
2021-01-03,18,False
2021-01-10,18,False
2021-01-17,17,False
2021-01-24,23,False
2021-01-31,16,False
2021-02-07,19,False
2021-02-14,20,False
2021-02-21,15,False
2021-02-28,19,False
2021-03-07,22,False
2021-03-14,23,False
2021-03-21,21,False
2021-03-28,18,False
2021-04-04,18,False
2021-04-11,15,False
2021-04-18,17,False
2021-04-25,19,False
2021-05-02,19,False
2021-05-09,19,False
2021-05-16,19,False
2021-05-23,20,False
2021-05-30,19,False
2021-06-06,17,False
2021-06-13,17,False
2021-06-20,16,False
2021-06-27,17,False
2021-07-04,19,False
2021-07-11,16,False
2021-07-18,16,False
2021-07-25,16,False
2021-08-01,21,False
2021-08-08,16,True
