date,GILD,isPartial
2020-09-13,22,False
2020-09-20,18,False
2020-09-27,20,False
2020-10-04,25,False
2020-10-11,19,False
2020-10-18,31,False
2020-10-25,23,False
2020-11-01,19,False
2020-11-08,25,False
2020-11-15,19,False
2020-11-22,18,False
2020-11-29,20,False
2020-12-06,19,False
2020-12-13,18,False
2020-12-20,22,False
2020-12-27,18,False
2021-01-03,23,False
2021-01-10,17,False
2021-01-17,27,False
2021-01-24,18,False
2021-01-31,21,False
2021-02-07,17,False
2021-02-14,18,False
2021-02-21,15,False
2021-02-28,17,False
2021-03-07,16,False
2021-03-14,16,False
2021-03-21,18,False
2021-03-28,16,False
2021-04-04,16,False
2021-04-11,15,False
2021-04-18,16,False
2021-04-25,15,False
2021-05-02,13,False
2021-05-09,16,False
2021-05-16,14,False
2021-05-23,16,False
2021-05-30,14,False
2021-06-06,15,False
2021-06-13,15,False
2021-06-20,16,False
2021-06-27,15,False
2021-07-04,17,False
2021-07-11,17,False
2021-07-18,16,False
2021-07-25,20,False
2021-08-01,25,False
2021-08-08,23,True
