date,MRK,isPartial
2019-11-17,30,False
2019-11-24,33,False
2019-12-01,37,False
2019-12-08,36,False
2019-12-15,31,False
2019-12-22,24,False
2019-12-29,36,False
2020-01-05,56,False
2020-01-12,36,False
2020-01-19,34,False
2020-01-26,39,False
2020-02-02,48,False
2020-02-09,44,False
2020-02-16,34,False
2020-02-23,40,False
2020-03-01,35,False
2020-03-08,39,False
2020-03-15,34,False
2020-03-22,37,False
2020-03-29,37,False
2020-04-05,33,False
2020-04-12,37,False
2020-04-19,37,False
2020-04-26,48,False
2020-05-03,38,False
2020-05-10,39,False
2020-05-17,42,False
2020-05-24,43,False
2020-05-31,48,False
2020-06-07,40,False
2020-06-14,46,False
2020-06-21,38,False
2020-06-28,36,False
2020-07-05,39,False
2020-07-12,43,False
2020-07-19,42,False
2020-07-26,42,False
2020-08-02,33,False
2020-08-09,39,False
2020-08-16,30,False
2020-08-23,38,False
2020-08-30,34,False
2020-09-06,34,False
2020-09-13,39,False
2020-09-20,36,False
2020-09-27,31,False
2020-10-04,31,False
2020-10-11,39,False
2020-10-18,38,False
2020-10-25,33,False
2020-11-01,30,False
2020-11-08,40,False
2020-11-15,35,False
2020-11-22,39,False
2020-11-29,38,False
2020-12-06,42,False
2020-12-13,39,False
2020-12-20,36,False
2020-12-27,35,False
2021-01-03,39,False
2021-01-10,39,False
2021-01-17,45,False
2021-01-24,42,False
2021-01-31,50,False
2021-02-07,38,False
2021-02-14,38,False
2021-02-21,44,False
2021-02-28,52,False
2021-03-07,43,False
2021-03-14,44,False
2021-03-21,42,False
2021-03-28,39,False
2021-04-04,45,False
2021-04-11,44,False
2021-04-18,37,False
2021-04-25,44,False
2021-05-02,45,False
2021-05-09,43,False
2021-05-16,41,False
2021-05-23,41,False
2021-05-30,41,False
2021-06-06,50,False
2021-06-13,39,False
2021-06-20,36,False
2021-06-27,38,False
2021-07-04,28,False
2021-07-11,36,False
2021-07-18,35,False
2021-07-25,43,False
2021-08-01,31,False
2021-08-08,32,True
