date,TMUS,isPartial
2020-04-05,48,False
2020-04-12,36,False
2020-04-19,39,False
2020-04-26,36,False
2020-05-03,62,False
2020-05-10,43,False
2020-05-17,52,False
2020-05-24,27,False
2020-05-31,42,False
2020-06-07,45,False
2020-06-14,51,False
2020-06-21,72,False
2020-06-28,34,False
2020-07-05,37,False
2020-07-12,30,False
2020-07-19,28,False
2020-07-26,26,False
2020-08-02,56,False
2020-08-09,33,False
2020-08-16,31,False
2020-08-23,29,False
2020-08-30,36,False
2020-09-06,21,False
2020-09-13,18,False
2020-09-20,31,False
2020-09-27,25,False
2020-10-04,20,False
2020-10-11,31,False
2020-10-18,27,False
2020-10-25,18,False
2020-11-01,40,False
2020-11-08,34,False
2020-11-15,41,False
2020-11-22,19,False
2020-11-29,29,False
2020-12-06,23,False
2020-12-13,16,False
2020-12-20,23,False
2020-12-27,24,False
2021-01-03,25,False
2021-01-10,34,False
2021-01-17,29,False
2021-01-24,37,False
2021-01-31,47,False
2021-02-07,41,False
2021-02-14,33,False
2021-02-21,34,False
2021-02-28,43,False
2021-03-07,47,False
2021-03-14,40,False
2021-03-21,32,False
2021-03-28,29,False
2021-04-04,27,False
2021-04-11,29,False
2021-04-18,22,False
2021-04-25,23,False
2021-05-02,53,False
2021-05-09,27,False
2021-05-16,18,False
2021-05-23,26,False
2021-05-30,25,False
2021-06-06,40,False
2021-06-13,16,False
2021-06-20,18,False
2021-06-27,28,False
2021-07-04,13,False
2021-07-11,23,False
2021-07-18,24,False
2021-07-25,29,False
2021-08-01,22,False
2021-08-08,16,True
