date,ABBV,isPartial
2018-06-10,26,False
2018-06-17,19,False
2018-06-24,27,False
2018-07-01,20,False
2018-07-08,25,False
2018-07-15,41,False
2018-07-22,38,False
2018-07-29,26,False
2018-08-05,31,False
2018-08-12,31,False
2018-08-19,20,False
2018-08-26,23,False
2018-09-02,17,False
2018-09-09,24,False
2018-09-16,32,False
2018-09-23,22,False
2018-09-30,9,False
2018-10-07,19,False
2018-10-14,25,False
2018-10-21,38,False
2018-10-28,41,False
2018-11-04,19,False
2018-11-11,21,False
2018-11-18,25,False
2018-11-25,23,False
2018-12-02,29,False
2018-12-09,26,False
2018-12-16,16,False
2018-12-23,20,False
2018-12-30,26,False
2019-01-06,27,False
2019-01-13,26,False
2019-01-20,40,False
2019-01-27,48,False
2019-02-03,35,False
2019-02-10,21,False
2019-02-17,18,False
2019-02-24,21,False
2019-03-03,23,False
2019-03-10,21,False
2019-03-17,18,False
2019-03-24,20,False
2019-03-31,21,False
2019-04-07,18,False
2019-04-14,29,False
2019-04-21,40,False
2019-04-28,28,False
2019-05-05,24,False
2019-05-12,30,False
2019-05-19,28,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,23,False
2019-06-16,20,False
2019-06-23,100,False
2019-06-30,39,False
2019-07-07,57,False
2019-07-14,31,False
2019-07-21,46,False
2019-07-28,33,False
2019-08-04,29,False
2019-08-11,46,False
2019-08-18,47,False
2019-08-25,40,False
2019-09-01,18,False
2019-09-08,39,False
2019-09-15,35,False
2019-09-22,34,False
2019-09-29,35,False
2019-10-06,33,False
2019-10-13,36,False
2019-10-20,28,False
2019-10-27,49,False
2019-11-03,38,False
2019-11-10,47,False
2019-11-17,33,False
2019-11-24,30,False
2019-12-01,26,False
2019-12-08,33,False
2019-12-15,28,False
2019-12-22,31,False
2019-12-29,39,False
2020-01-05,40,False
2020-01-12,35,False
2020-01-19,40,False
2020-01-26,52,False
2020-02-02,78,False
2020-02-09,68,False
2020-02-16,40,False
2020-02-23,42,False
2020-03-01,43,False
2020-03-08,64,False
2020-03-15,65,False
2020-03-22,57,False
2020-03-29,55,False
2020-04-05,48,False
2020-04-12,59,False
2020-04-19,48,False
2020-04-26,38,False
2020-05-03,56,False
2020-05-10,64,False
2020-05-17,55,False
2020-05-24,42,False
2020-05-31,53,False
2020-06-07,47,False
2020-06-14,39,False
2020-06-21,32,False
2020-06-28,34,False
2020-07-05,35,False
2020-07-12,58,False
2020-07-19,55,False
2020-07-26,43,False
2020-08-02,42,False
2020-08-09,39,False
2020-08-16,45,False
2020-08-23,37,False
2020-08-30,39,False
2020-09-06,29,False
2020-09-13,37,False
2020-09-20,44,False
2020-09-27,27,False
2020-10-04,26,False
2020-10-11,36,False
2020-10-18,42,False
2020-10-25,51,False
2020-11-01,45,False
2020-11-08,53,False
2020-11-15,49,False
2020-11-22,40,False
2020-11-29,33,False
2020-12-06,45,False
2020-12-13,23,False
2020-12-20,25,False
2020-12-27,32,False
2021-01-03,31,False
2021-01-10,44,False
2021-01-17,35,False
2021-01-24,33,False
2021-01-31,56,False
2021-02-07,49,False
2021-02-14,45,False
2021-02-21,54,False
2021-02-28,40,False
2021-03-07,29,False
2021-03-14,64,False
2021-03-21,44,False
2021-03-28,46,False
2021-04-04,38,False
2021-04-11,42,False
2021-04-18,35,False
2021-04-25,36,False
2021-05-02,39,False
2021-05-09,34,False
2021-05-16,28,False
2021-05-23,32,False
2021-05-30,28,False
2021-06-06,30,False
2021-06-13,25,False
2021-06-20,28,False
2021-06-27,27,False
2021-07-04,28,False
2021-07-11,28,False
2021-07-18,20,False
2021-07-25,18,False
2021-08-01,38,False
2021-08-08,23,True
